online,max_stack,code_distance,meas_error,physical_error_rate,error_count,run_count,time_run
bool,float64,int64,bool,float64,int64,int64,int64
True,inf,15,True,0.006,18161,1024000,234
True,inf,15,True,0.006,18371,1024000,236
True,inf,15,True,0.006,18543,1024000,238
True,inf,15,True,0.006,18711,1024000,240
True,inf,15,True,0.006,18945,1024000,242
True,inf,15,True,0.006,19061,1024000,244
True,inf,15,True,0.006,19205,1024000,246
True,inf,15,True,0.006,19385,1024000,248
True,inf,15,True,0.006,19593,1024000,250
True,inf,15,True,0.006,19732,1024000,252
True,inf,15,True,0.006,19868,1024000,254
True,inf,15,True,0.006,20083,1024000,256
True,inf,15,True,0.006,20265,1024000,258
True,inf,15,True,0.006,20408,1024000,260
True,inf,15,True,0.006,20509,1024000,262
True,inf,15,True,0.006,20682,1024000,264
True,inf,15,True,0.006,20861,1024000,266
True,inf,15,True,0.006,21075,1024000,268
True,inf,15,True,0.006,21226,1024000,270
True,inf,15,True,0.006,21410,1024000,272
True,inf,15,True,0.006,21601,1024000,274
True,inf,15,True,0.006,21741,1024000,276
True,inf,15,True,0.006,21911,1024000,278
True,inf,15,True,0.006,22050,1024000,280
True,inf,15,True,0.006,22205,1024000,282
True,inf,15,True,0.006,22371,1024000,284
True,inf,15,True,0.006,22481,1024000,286
True,inf,15,True,0.006,22692,1024000,288
True,inf,15,True,0.006,22843,1024000,290
True,inf,15,True,0.006,23020,1024000,292
True,inf,15,True,0.006,23211,1024000,294
True,inf,15,True,0.006,23374,1024000,296
True,inf,15,True,0.006,23549,1024000,298
True,inf,15,True,0.006,23717,1024000,300
True,inf,15,True,0.006,23872,1024000,302
True,inf,15,True,0.006,24027,1024000,304
True,inf,15,True,0.006,24192,1024000,306
True,inf,15,True,0.006,24328,1024000,308
True,inf,15,True,0.006,24466,1024000,310
True,inf,15,True,0.006,24644,1024000,312
True,inf,15,True,0.006,24839,1024000,314
True,inf,15,True,0.006,24985,1024000,316
True,inf,15,True,0.006,25134,1024000,318
True,inf,15,True,0.006,25290,1024000,320
True,inf,15,True,0.006,25475,1024000,322
True,inf,15,True,0.006,25630,1024000,324
True,inf,15,True,0.006,25732,1024000,326
True,inf,15,True,0.006,25890,1024000,328
True,inf,15,True,0.006,26053,1024000,330
True,inf,15,True,0.006,26263,1024000,332
True,inf,15,True,0.006,26396,1024000,334
True,inf,15,True,0.006,26570,1024000,336
True,inf,15,True,0.006,26747,1024000,338
True,inf,15,True,0.006,26928,1024000,340
True,inf,15,True,0.006,27105,1024000,342
True,inf,15,True,0.006,27284,1024000,344
True,inf,15,True,0.006,27382,1024000,346
True,inf,15,True,0.006,27544,1024000,348
True,inf,15,True,0.006,27759,1024000,350
True,inf,15,True,0.006,27914,1024000,352
True,inf,15,True,0.006,28041,1024000,354
True,inf,15,True,0.006,28225,1024000,356
True,inf,15,True,0.006,28371,1024000,358
True,inf,15,True,0.006,28495,1024000,360
True,inf,15,True,0.006,28670,1024000,362
True,inf,15,True,0.006,28878,1024000,364
True,inf,15,True,0.006,29023,1024000,366
True,inf,15,True,0.006,29165,1024000,368
True,inf,15,True,0.006,29280,1024000,370
True,inf,15,True,0.006,29452,1024000,372
True,inf,15,True,0.006,29638,1024000,374
True,inf,15,True,0.006,29790,1024000,376
True,inf,15,True,0.006,29988,1024000,378
True,inf,15,True,0.006,30147,1024000,380
True,inf,15,True,0.006,30317,1024000,382
True,inf,15,True,0.006,30445,1024000,384
True,inf,15,True,0.006,30606,1024000,386
True,inf,15,True,0.006,30813,1024000,388
True,inf,15,True,0.006,30927,1024000,390
True,inf,15,True,0.006,31052,1024000,392
True,inf,15,True,0.006,31242,1024000,394
True,inf,15,True,0.006,31404,1024000,396
True,inf,15,True,0.006,31555,1024000,398
True,inf,15,True,0.006,31705,1024000,400
True,inf,15,True,0.006,31834,1024000,402
True,inf,15,True,0.006,32031,1024000,404
True,inf,15,True,0.006,32206,1024000,406
True,inf,15,True,0.006,32354,1024000,408
True,inf,15,True,0.006,32577,1024000,410
True,inf,15,True,0.006,32735,1024000,412
True,inf,15,True,0.006,32937,1024000,414
True,inf,15,True,0.006,33073,1024000,416
True,inf,15,True,0.006,33214,1024000,418
True,inf,15,True,0.006,33387,1024000,420
True,inf,15,True,0.006,33525,1024000,422
True,inf,15,True,0.006,33672,1024000,424
True,inf,15,True,0.006,33808,1024000,426
True,inf,15,True,0.006,33956,1024000,428
True,inf,15,True,0.006,34145,1024000,430
True,inf,15,True,0.006,34272,1024000,432
True,inf,15,True,0.006,34457,1024000,434
True,inf,15,True,0.006,34620,1024000,436
True,inf,15,True,0.006,34788,1024000,438
True,inf,15,True,0.006,34971,1024000,440
True,inf,15,True,0.006,35177,1024000,442
True,inf,15,True,0.006,35361,1024000,444
True,inf,15,True,0.006,35555,1024000,446
True,inf,15,True,0.006,35675,1024000,448
True,inf,15,True,0.006,35838,1024000,450
True,inf,15,True,0.006,35957,1024000,452
True,inf,15,True,0.006,36153,1024000,454
True,inf,15,True,0.006,36336,1024000,456
True,inf,15,True,0.006,36488,1024000,458
True,inf,15,True,0.006,36661,1024000,460
True,inf,15,True,0.006,36783,1024000,462
True,inf,15,True,0.006,36931,1024000,464
True,inf,15,True,0.006,37049,1024000,466
True,inf,15,True,0.006,37254,1024000,468
True,inf,15,True,0.006,37397,1024000,470
True,inf,15,True,0.006,37516,1024000,472
True,inf,15,True,0.006,37721,1024000,474
True,inf,15,True,0.006,37852,1024000,476
True,inf,15,True,0.006,37986,1024000,478
True,inf,15,True,0.006,38153,1024000,480
True,inf,15,True,0.006,38337,1024000,482
True,inf,15,True,0.006,38494,1024000,484
True,inf,15,True,0.006,38650,1024000,486
True,inf,15,True,0.006,38850,1024000,488
True,inf,15,True,0.006,38975,1024000,490
True,inf,15,True,0.006,39168,1024000,492
True,inf,15,True,0.006,39284,1024000,494
True,inf,15,True,0.006,39491,1024000,496
True,inf,15,True,0.006,39624,1024000,498
True,inf,15,True,0.006,39808,1024000,500
True,inf,15,True,0.006,39967,1024000,502
True,inf,15,True,0.006,40112,1024000,504
True,inf,15,True,0.006,40293,1024000,506
True,inf,15,True,0.006,40439,1024000,508
True,inf,15,True,0.006,40627,1024000,510
True,inf,15,True,0.006,40812,1024000,512
True,inf,15,True,0.006,40987,1024000,514
True,inf,15,True,0.006,41089,1024000,516
True,inf,15,True,0.006,41251,1024000,518
True,inf,15,True,0.006,41386,1024000,520
True,inf,15,True,0.006,41528,1024000,522
True,inf,15,True,0.006,41706,1024000,524
True,inf,15,True,0.006,41907,1024000,526
True,inf,15,True,0.006,42027,1024000,528
True,inf,15,True,0.006,42167,1024000,530
True,inf,15,True,0.006,42294,1024000,532
True,inf,15,True,0.006,42397,1024000,534
True,inf,15,True,0.006,42641,1024000,536
True,inf,15,True,0.006,42762,1024000,538
True,inf,15,True,0.006,42936,1024000,540
True,inf,15,True,0.006,43092,1024000,542
True,inf,15,True,0.006,43252,1024000,544
True,inf,15,True,0.006,43418,1024000,546
True,inf,15,True,0.006,43612,1024000,548
True,inf,15,True,0.006,43779,1024000,550
True,inf,15,True,0.006,43879,1024000,552
True,inf,15,True,0.006,44061,1024000,554
True,inf,15,True,0.006,44214,1024000,556
True,inf,15,True,0.006,44306,1024000,558
True,inf,15,True,0.006,44473,1024000,560
True,inf,15,True,0.006,44670,1024000,562
True,inf,15,True,0.006,44838,1024000,564
True,inf,15,True,0.006,45022,1024000,566
True,inf,15,True,0.006,45172,1024000,568
True,inf,15,True,0.006,45345,1024000,570
True,inf,15,True,0.006,45534,1024000,572
True,inf,15,True,0.006,45713,1024000,574
True,inf,15,True,0.006,45789,1024000,576
True,inf,15,True,0.006,46008,1024000,578
True,inf,15,True,0.006,46099,1024000,580
True,inf,15,True,0.006,46291,1024000,582
True,inf,15,True,0.006,46466,1024000,584
True,inf,15,True,0.006,46614,1024000,586
True,inf,15,True,0.006,46774,1024000,588
True,inf,15,True,0.006,46931,1024000,590
True,inf,15,True,0.006,47043,1024000,592
True,inf,15,True,0.006,47219,1024000,594
True,inf,15,True,0.006,47392,1024000,596
True,inf,15,True,0.006,47525,1024000,598
True,inf,15,True,0.006,47708,1024000,600
True,inf,15,True,0.006,47886,1024000,602
True,inf,15,True,0.006,48032,1024000,604
True,inf,15,True,0.006,48153,1024000,606
True,inf,15,True,0.006,48391,1024000,608
True,inf,15,True,0.006,48567,1024000,610
True,inf,15,True,0.006,48705,1024000,612
True,inf,15,True,0.006,48866,1024000,614
True,inf,15,True,0.006,49050,1024000,616
True,inf,15,True,0.006,49253,1024000,618
True,inf,15,True,0.006,49460,1024000,620
True,inf,15,True,0.006,49647,1024000,622
True,inf,15,True,0.006,49791,1024000,624
True,inf,15,True,0.006,49885,1024000,626
True,inf,15,True,0.006,50016,1024000,628
True,inf,15,True,0.006,50183,1024000,630
True,inf,15,True,0.006,50347,1024000,632
True,inf,15,True,0.006,50537,1024000,634
True,inf,15,True,0.006,50681,1024000,636
True,inf,15,True,0.006,50862,1024000,638
True,inf,15,True,0.006,51048,1024000,640
True,inf,15,True,0.006,51199,1024000,642
True,inf,15,True,0.006,51370,1024000,644
True,inf,15,True,0.006,51529,1024000,646
True,inf,15,True,0.006,51682,1024000,648
True,inf,15,True,0.006,51802,1024000,650
True,inf,15,True,0.006,51991,1024000,652
True,inf,15,True,0.006,52094,1024000,654
True,inf,15,True,0.006,52321,1024000,656
True,inf,15,True,0.006,52452,1024000,658
True,inf,15,True,0.006,52632,1024000,660
True,inf,15,True,0.006,52765,1024000,662
True,inf,15,True,0.006,52903,1024000,664
True,inf,15,True,0.006,52998,1024000,666
True,inf,15,True,0.006,53207,1024000,668
True,inf,15,True,0.006,53341,1024000,670
True,inf,15,True,0.006,53507,1024000,672
True,inf,15,True,0.006,53668,1024000,674
True,inf,15,True,0.006,53857,1024000,676
True,inf,15,True,0.006,54019,1024000,678
True,inf,15,True,0.006,54125,1024000,680
True,inf,15,True,0.006,54343,1024000,682
True,inf,15,True,0.006,54549,1024000,684
True,inf,15,True,0.006,54639,1024000,686
True,inf,15,True,0.006,54839,1024000,688
True,inf,15,True,0.006,54962,1024000,690
True,inf,15,True,0.006,55110,1024000,692
True,inf,15,True,0.006,55285,1024000,694
True,inf,15,True,0.006,55394,1024000,696
True,inf,15,True,0.006,55608,1024000,698
True,inf,15,True,0.006,55795,1024000,700
True,inf,15,True,0.006,55943,1024000,702
True,inf,15,True,0.006,56046,1024000,704
True,inf,15,True,0.006,56226,1024000,706
True,inf,15,True,0.006,56350,1024000,708
True,inf,15,True,0.006,56505,1024000,710
True,inf,15,True,0.006,56673,1024000,712
True,inf,15,True,0.006,56847,1024000,714
True,inf,15,True,0.006,57006,1024000,716
True,inf,15,True,0.006,57158,1024000,718
True,inf,15,True,0.006,57252,1024000,720
True,inf,15,True,0.006,57415,1024000,722
True,inf,15,True,0.006,57551,1024000,724
True,inf,15,True,0.006,57711,1024000,726
True,inf,15,True,0.006,57908,1024000,728
True,inf,15,True,0.006,58030,1024000,730
True,inf,15,True,0.006,58196,1024000,732
True,inf,15,True,0.006,58328,1024000,734
True,inf,15,True,0.006,58467,1024000,736
True,inf,15,True,0.006,58646,1024000,738
True,inf,15,True,0.006,58782,1024000,740
True,inf,15,True,0.006,58910,1024000,742
True,inf,15,True,0.006,59084,1024000,744
True,inf,15,True,0.006,59250,1024000,746
True,inf,15,True,0.006,59468,1024000,748
True,inf,15,True,0.006,59596,1024000,750
True,inf,15,True,0.006,59782,1024000,752
True,inf,15,True,0.006,59954,1024000,754
True,inf,15,True,0.006,60100,1024000,756
True,inf,15,True,0.006,60316,1024000,758
True,inf,15,True,0.006,60467,1024000,760
True,inf,15,True,0.006,60614,1024000,762
True,inf,15,True,0.006,60774,1024000,764
True,inf,15,True,0.006,60912,1024000,766
True,inf,15,True,0.006,61072,1024000,768
True,inf,15,True,0.006,61185,1024000,770
True,inf,15,True,0.006,61350,1024000,772
True,inf,15,True,0.006,61479,1024000,774
True,inf,15,True,0.006,61662,1024000,776
True,inf,15,True,0.006,61800,1024000,778
True,inf,15,True,0.006,61999,1024000,780
True,inf,15,True,0.006,62130,1024000,782
True,inf,15,True,0.006,62262,1024000,784
True,inf,15,True,0.006,62398,1024000,786
True,inf,15,True,0.006,62563,1024000,788
True,inf,15,True,0.006,62684,1024000,790
True,inf,15,True,0.006,62873,1024000,792
True,inf,15,True,0.006,63019,1024000,794
True,inf,15,True,0.006,63175,1024000,796
True,inf,15,True,0.006,63371,1024000,798
True,inf,15,True,0.006,63516,1024000,800
True,inf,15,True,0.006,63690,1024000,802
True,inf,15,True,0.006,63848,1024000,804
True,inf,15,True,0.006,64006,1024000,806
True,inf,15,True,0.006,64159,1024000,808
True,inf,15,True,0.006,64306,1024000,810
True,inf,15,True,0.006,64440,1024000,812
True,inf,15,True,0.006,64617,1024000,814
True,inf,15,True,0.006,64765,1024000,816
True,inf,15,True,0.006,64923,1024000,818
True,inf,15,True,0.006,65085,1024000,820
True,inf,15,True,0.006,65199,1024000,822
True,inf,15,True,0.006,65376,1024000,824
True,inf,15,True,0.006,65533,1024000,826
True,inf,15,True,0.006,65664,1024000,828
True,inf,15,True,0.006,65875,1024000,830
True,inf,15,True,0.006,66047,1024000,832
True,inf,15,True,0.006,66138,1024000,834
True,inf,15,True,0.006,66340,1024000,836
True,inf,15,True,0.006,66463,1024000,838
True,inf,15,True,0.006,66672,1024000,840
True,inf,15,True,0.006,66790,1024000,842
True,inf,15,True,0.006,66951,1024000,844
True,inf,15,True,0.006,67071,1024000,846
True,inf,15,True,0.006,67263,1024000,848
True,inf,15,True,0.006,67376,1024000,850
True,inf,15,True,0.006,67530,1024000,852
True,inf,15,True,0.006,67702,1024000,854
True,inf,15,True,0.006,67831,1024000,856
True,inf,15,True,0.006,67986,1024000,858
True,inf,15,True,0.006,68142,1024000,860
True,inf,15,True,0.006,68341,1024000,862
True,inf,15,True,0.006,68446,1024000,864
True,inf,15,True,0.006,68602,1024000,866
True,inf,15,True,0.006,68735,1024000,868
True,inf,15,True,0.006,68900,1024000,870
True,inf,15,True,0.006,69059,1024000,872
True,inf,15,True,0.006,69200,1024000,874
True,inf,15,True,0.006,69305,1024000,876
True,inf,15,True,0.006,69509,1024000,878
True,inf,15,True,0.006,69680,1024000,880
True,inf,15,True,0.006,69804,1024000,882
True,inf,15,True,0.006,69924,1024000,884
True,inf,15,True,0.006,70089,1024000,886
True,inf,15,True,0.006,70277,1024000,888
True,inf,15,True,0.006,70434,1024000,890
True,inf,15,True,0.006,70604,1024000,892
True,inf,15,True,0.006,70733,1024000,894
True,inf,15,True,0.006,70866,1024000,896
True,inf,15,True,0.006,71023,1024000,898
True,inf,15,True,0.006,71136,1024000,900
True,inf,15,True,0.006,71301,1024000,902
True,inf,15,True,0.006,71384,1024000,904
True,inf,15,True,0.006,71577,1024000,906
True,inf,15,True,0.006,71702,1024000,908
True,inf,15,True,0.006,71907,1024000,910
True,inf,15,True,0.006,72079,1024000,912
True,inf,15,True,0.006,72240,1024000,914
True,inf,15,True,0.006,72388,1024000,916
True,inf,15,True,0.006,72518,1024000,918
True,inf,15,True,0.006,72722,1024000,920
True,inf,15,True,0.006,72876,1024000,922
True,inf,15,True,0.006,73020,1024000,924
True,inf,15,True,0.006,73150,1024000,926
True,inf,15,True,0.006,73305,1024000,928
True,inf,15,True,0.006,73434,1024000,930
True,inf,15,True,0.006,73614,1024000,932
True,inf,15,True,0.006,73788,1024000,934
True,inf,15,True,0.006,73923,1024000,936
True,inf,15,True,0.006,74098,1024000,938
True,inf,15,True,0.006,74198,1024000,940
True,inf,15,True,0.006,74328,1024000,942
True,inf,15,True,0.006,74479,1024000,944
True,inf,15,True,0.006,74644,1024000,946
True,inf,15,True,0.006,74782,1024000,948
True,inf,15,True,0.006,74968,1024000,950
True,inf,15,True,0.006,75034,1024000,952
True,inf,15,True,0.006,75236,1024000,954
True,inf,15,True,0.006,75368,1024000,956
True,inf,15,True,0.006,75529,1024000,958
True,inf,15,True,0.006,75720,1024000,960
True,inf,15,True,0.006,75843,1024000,962
True,inf,15,True,0.006,76029,1024000,964
True,inf,15,True,0.006,76159,1024000,966
True,inf,15,True,0.006,76290,1024000,968
True,inf,15,True,0.006,76496,1024000,970
True,inf,15,True,0.006,76620,1024000,972
True,inf,15,True,0.006,76754,1024000,974
True,inf,15,True,0.006,76864,1024000,976
True,inf,15,True,0.006,77025,1024000,978
True,inf,15,True,0.006,77150,1024000,980
True,inf,15,True,0.006,77345,1024000,982
True,inf,15,True,0.006,77487,1024000,984
True,inf,15,True,0.006,77663,1024000,986
True,inf,15,True,0.006,77782,1024000,988
True,inf,15,True,0.006,77960,1024000,990
True,inf,15,True,0.006,78107,1024000,992
True,inf,15,True,0.006,78306,1024000,994
True,inf,15,True,0.006,78432,1024000,996
True,inf,15,True,0.006,78587,1024000,998
True,inf,25,True,0.006,0,1024000,0
True,inf,25,True,0.006,0,1024000,2
True,inf,25,True,0.006,0,1024000,4
True,inf,25,True,0.006,0,1024000,6
True,inf,25,True,0.006,1,1024000,8
True,inf,25,True,0.006,0,1024000,10
True,inf,25,True,0.006,1,1024000,12
True,inf,25,True,0.006,1,1024000,14
True,inf,25,True,0.006,5,1024000,16
True,inf,25,True,0.006,6,1024000,18
True,inf,25,True,0.006,10,1024000,20
True,inf,25,True,0.006,20,1024000,22
True,inf,25,True,0.006,36,1024000,24
True,inf,25,True,0.006,51,1024000,26
True,inf,25,True,0.006,60,1024000,28
True,inf,25,True,0.006,84,1024000,30
True,inf,25,True,0.006,105,1024000,32
True,inf,25,True,0.006,119,1024000,34
True,inf,25,True,0.006,150,1024000,36
True,inf,25,True,0.006,174,1024000,38
True,inf,25,True,0.006,222,1024000,40
True,inf,25,True,0.006,242,1024000,42
True,inf,25,True,0.006,275,1024000,44
True,inf,25,True,0.006,323,1024000,46
True,inf,25,True,0.006,355,1024000,48
True,inf,25,True,0.006,387,1024000,50
True,inf,25,True,0.006,432,1024000,52
True,inf,25,True,0.006,514,1024000,54
True,inf,25,True,0.006,549,1024000,56
True,inf,25,True,0.006,601,1024000,58
True,inf,25,True,0.006,641,1024000,60
True,inf,25,True,0.006,693,1024000,62
True,inf,25,True,0.006,733,1024000,64
True,inf,25,True,0.006,785,1024000,66
True,inf,25,True,0.006,859,1024000,68
True,inf,25,True,0.006,901,1024000,70
True,inf,25,True,0.006,939,1024000,72
True,inf,25,True,0.006,992,1024000,74
True,inf,25,True,0.006,1044,1024000,76
True,inf,25,True,0.006,1092,1024000,78
True,inf,25,True,0.006,1133,1024000,80
True,inf,25,True,0.006,1186,1024000,82
True,inf,25,True,0.006,1240,1024000,84
True,inf,25,True,0.006,1300,1024000,86
True,inf,25,True,0.006,1343,1024000,88
True,inf,25,True,0.006,1435,1024000,90
True,inf,25,True,0.006,1460,1024000,92
True,inf,25,True,0.006,1525,1024000,94
True,inf,25,True,0.006,1620,1024000,96
True,inf,25,True,0.006,1688,1024000,98
True,inf,25,True,0.006,1745,1024000,100
True,inf,25,True,0.006,1816,1024000,102
True,inf,25,True,0.006,1871,1024000,104
True,inf,25,True,0.006,1920,1024000,106
True,inf,25,True,0.006,1953,1024000,108
True,inf,25,True,0.006,2006,1024000,110
True,inf,25,True,0.006,2090,1024000,112
True,inf,25,True,0.006,2162,1024000,114
True,inf,25,True,0.006,2249,1024000,116
True,inf,25,True,0.006,2312,1024000,118
True,inf,25,True,0.006,2381,1024000,120
True,inf,25,True,0.006,2446,1024000,122
True,inf,25,True,0.006,2487,1024000,124
True,inf,25,True,0.006,2552,1024000,126
True,inf,25,True,0.006,2638,1024000,128
True,inf,25,True,0.006,2688,1024000,130
True,inf,25,True,0.006,2776,1024000,132
True,inf,25,True,0.006,2847,1024000,134
True,inf,25,True,0.006,2944,1024000,136
True,inf,25,True,0.006,2979,1024000,138
True,inf,25,True,0.006,3041,1024000,140
True,inf,25,True,0.006,3104,1024000,142
True,inf,25,True,0.006,3196,1024000,144
True,inf,25,True,0.006,3251,1024000,146
True,inf,25,True,0.006,3350,1024000,148
True,inf,25,True,0.006,3434,1024000,150
True,inf,25,True,0.006,3483,1024000,152
True,inf,25,True,0.006,3582,1024000,154
True,inf,25,True,0.006,3627,1024000,156
True,inf,25,True,0.006,3677,1024000,158
True,inf,25,True,0.006,3730,1024000,160
True,inf,25,True,0.006,3821,1024000,162
True,inf,25,True,0.006,3894,1024000,164
True,inf,25,True,0.006,3960,1024000,166
True,inf,25,True,0.006,4042,1024000,168
True,inf,25,True,0.006,4084,1024000,170
True,inf,25,True,0.006,4160,1024000,172
True,inf,25,True,0.006,4249,1024000,174
True,inf,25,True,0.006,4300,1024000,176
True,inf,25,True,0.006,4374,1024000,178
True,inf,25,True,0.006,4471,1024000,180
True,inf,25,True,0.006,4505,1024000,182
True,inf,25,True,0.006,4554,1024000,184
True,inf,25,True,0.006,4608,1024000,186
True,inf,25,True,0.006,4652,1024000,188
True,inf,25,True,0.006,4705,1024000,190
True,inf,25,True,0.006,4764,1024000,192
True,inf,25,True,0.006,4846,1024000,194
True,inf,25,True,0.006,4959,1024000,196
True,inf,25,True,0.006,5020,1024000,198
True,inf,25,True,0.006,5065,1024000,200
True,inf,25,True,0.006,5138,1024000,202
True,inf,25,True,0.006,5218,1024000,204
True,inf,25,True,0.006,5273,1024000,206
True,inf,25,True,0.006,5311,1024000,208
True,inf,25,True,0.006,5356,1024000,210
True,inf,25,True,0.006,5414,1024000,212
True,inf,25,True,0.006,5506,1024000,214
True,inf,25,True,0.006,5580,1024000,216
True,inf,25,True,0.006,5617,1024000,218
True,inf,25,True,0.006,5731,1024000,220
True,inf,25,True,0.006,5750,1024000,222
True,inf,25,True,0.006,5782,1024000,224
True,inf,25,True,0.006,5844,1024000,226
True,inf,25,True,0.006,5907,1024000,228
True,inf,25,True,0.006,5955,1024000,230
True,inf,25,True,0.006,6006,1024000,232
True,inf,25,True,0.006,6117,1024000,234
True,inf,25,True,0.006,6160,1024000,236
True,inf,25,True,0.006,6257,1024000,238
True,inf,25,True,0.006,6298,1024000,240
True,inf,25,True,0.006,6379,1024000,242
True,inf,25,True,0.006,6453,1024000,244
True,inf,25,True,0.006,6498,1024000,246
True,inf,25,True,0.006,6596,1024000,248
True,inf,25,True,0.006,6643,1024000,250
True,inf,25,True,0.006,6732,1024000,252
True,inf,25,True,0.006,6808,1024000,254
True,inf,25,True,0.006,6840,1024000,256
True,inf,25,True,0.006,6927,1024000,258
True,inf,25,True,0.006,7002,1024000,260
True,inf,25,True,0.006,7084,1024000,262
True,inf,25,True,0.006,7128,1024000,264
True,inf,25,True,0.006,7199,1024000,266
True,inf,25,True,0.006,7250,1024000,268
True,inf,25,True,0.006,7303,1024000,270
True,inf,25,True,0.006,7406,1024000,272
True,inf,25,True,0.006,7487,1024000,274
True,inf,25,True,0.006,7574,1024000,276
True,inf,25,True,0.006,7640,1024000,278
True,inf,25,True,0.006,7734,1024000,280
True,inf,25,True,0.006,7804,1024000,282
True,inf,25,True,0.006,7904,1024000,284
True,inf,25,True,0.006,7931,1024000,286
True,inf,25,True,0.006,8033,1024000,288
True,inf,25,True,0.006,8101,1024000,290
True,inf,25,True,0.006,8156,1024000,292
True,inf,25,True,0.006,8235,1024000,294
True,inf,25,True,0.006,8318,1024000,296
True,inf,25,True,0.006,8412,1024000,298
True,inf,25,True,0.006,8436,1024000,300
True,inf,25,True,0.006,8481,1024000,302
True,inf,25,True,0.006,8573,1024000,304
True,inf,25,True,0.006,8610,1024000,306
True,inf,25,True,0.006,8680,1024000,308
True,inf,25,True,0.006,8731,1024000,310
True,inf,25,True,0.006,8832,1024000,312
True,inf,25,True,0.006,8934,1024000,314
True,inf,25,True,0.006,8964,1024000,316
True,inf,25,True,0.006,9065,1024000,318
True,inf,25,True,0.006,9144,1024000,320
True,inf,25,True,0.006,9179,1024000,322
True,inf,25,True,0.006,9294,1024000,324
True,inf,25,True,0.006,9351,1024000,326
True,inf,25,True,0.006,9379,1024000,328
True,inf,25,True,0.006,9462,1024000,330
True,inf,25,True,0.006,9524,1024000,332
True,inf,25,True,0.006,9627,1024000,334
True,inf,25,True,0.006,9694,1024000,336
True,inf,25,True,0.006,9754,1024000,338
True,inf,25,True,0.006,9804,1024000,340
True,inf,25,True,0.006,9886,1024000,342
True,inf,25,True,0.006,9959,1024000,344
True,inf,25,True,0.006,10035,1024000,346
True,inf,25,True,0.006,10101,1024000,348
True,inf,25,True,0.006,10136,1024000,350
True,inf,25,True,0.006,10228,1024000,352
True,inf,25,True,0.006,10297,1024000,354
True,inf,25,True,0.006,10348,1024000,356
True,inf,25,True,0.006,10408,1024000,358
True,inf,25,True,0.006,10474,1024000,360
True,inf,25,True,0.006,10567,1024000,362
True,inf,25,True,0.006,10633,1024000,364
True,inf,25,True,0.006,10695,1024000,366
True,inf,25,True,0.006,10786,1024000,368
True,inf,25,True,0.006,10866,1024000,370
True,inf,25,True,0.006,10938,1024000,372
True,inf,25,True,0.006,11013,1024000,374
True,inf,25,True,0.006,11034,1024000,376
True,inf,25,True,0.006,11096,1024000,378
True,inf,25,True,0.006,11184,1024000,380
True,inf,25,True,0.006,11285,1024000,382
True,inf,25,True,0.006,11336,1024000,384
True,inf,25,True,0.006,11416,1024000,386
True,inf,25,True,0.006,11482,1024000,388
True,inf,25,True,0.006,11575,1024000,390
True,inf,25,True,0.006,11633,1024000,392
True,inf,25,True,0.006,11700,1024000,394
True,inf,25,True,0.006,11793,1024000,396
True,inf,25,True,0.006,11870,1024000,398
True,inf,25,True,0.006,11911,1024000,400
True,inf,25,True,0.006,11984,1024000,402
True,inf,25,True,0.006,12066,1024000,404
True,inf,25,True,0.006,12099,1024000,406
True,inf,25,True,0.006,12187,1024000,408
True,inf,25,True,0.006,12243,1024000,410
True,inf,25,True,0.006,12329,1024000,412
True,inf,25,True,0.006,12358,1024000,414
True,inf,25,True,0.006,12465,1024000,416
True,inf,25,True,0.006,12504,1024000,418
True,inf,25,True,0.006,12602,1024000,420
True,inf,25,True,0.006,12663,1024000,422
True,inf,25,True,0.006,12709,1024000,424
True,inf,25,True,0.006,12771,1024000,426
True,inf,25,True,0.006,12884,1024000,428
True,inf,25,True,0.006,12941,1024000,430
True,inf,25,True,0.006,13009,1024000,432
True,inf,25,True,0.006,13087,1024000,434
True,inf,25,True,0.006,13160,1024000,436
True,inf,25,True,0.006,13229,1024000,438
True,inf,25,True,0.006,13250,1024000,440
True,inf,25,True,0.006,13342,1024000,442
True,inf,25,True,0.006,13414,1024000,444
True,inf,25,True,0.006,13473,1024000,446
True,inf,25,True,0.006,13535,1024000,448
True,inf,25,True,0.006,13660,1024000,450
True,inf,25,True,0.006,13681,1024000,452
True,inf,25,True,0.006,13745,1024000,454
True,inf,25,True,0.006,13841,1024000,456
True,inf,25,True,0.006,13914,1024000,458
True,inf,25,True,0.006,13979,1024000,460
True,inf,25,True,0.006,14043,1024000,462
True,inf,25,True,0.006,14126,1024000,464
True,inf,25,True,0.006,14186,1024000,466
True,inf,25,True,0.006,14245,1024000,468
True,inf,25,True,0.006,14317,1024000,470
True,inf,25,True,0.006,14412,1024000,472
True,inf,25,True,0.006,14475,1024000,474
True,inf,25,True,0.006,14532,1024000,476
True,inf,25,True,0.006,14599,1024000,478
True,inf,25,True,0.006,14620,1024000,480
True,inf,25,True,0.006,14731,1024000,482
True,inf,25,True,0.006,14815,1024000,484
True,inf,25,True,0.006,14854,1024000,486
True,inf,25,True,0.006,14942,1024000,488
True,inf,25,True,0.006,15008,1024000,490
True,inf,25,True,0.006,15037,1024000,492
True,inf,25,True,0.006,15083,1024000,494
True,inf,25,True,0.006,15132,1024000,496
True,inf,25,True,0.006,15202,1024000,498
True,inf,25,True,0.006,15302,1024000,500
True,inf,25,True,0.006,15390,1024000,502
